County,County Code,Age Group,Population
"Owyhee County, ID",16073,10-14 years,931
"Owyhee County, ID",16073,15-19 years,881
"Owyhee County, ID",16073,20-24 years,690
"Owyhee County, ID",16073,25-29 years,702
"Owyhee County, ID",16073,30-34 years,647
"Owyhee County, ID",16073,35-39 years,714
"Owyhee County, ID",16073,40-44 years,709
"Owyhee County, ID",16073,45-49 years,687
"Owyhee County, ID",16073,50-54 years,713
"Owyhee County, ID",16073,55-59 years,813
"Owyhee County, ID",16073,60-64 years ,832
"Owyhee County, ID",16073,65-69 years,737
"Owyhee County, ID",16073,70-74 years,558
"Owyhee County, ID",16073,75-79 years,391
"Owyhee County, ID",16073,80-84 years,236
"Owyhee County, ID",16073,85+ years,205
"Payette County, ID",16075,0-4 years,1702
"Payette County, ID",16075,5-9 years,1835
"Payette County, ID",16075,10-14 years,1969
"Payette County, ID",16075,15-19 years,1750
"Payette County, ID",16075,20-24 years,1290
"Payette County, ID",16075,25-29 years,1449
"Payette County, ID",16075,30-34 years,1528
"Payette County, ID",16075,35-39 years,1483
"Payette County, ID",16075,40-44 years,1475
"Payette County, ID",16075,45-49 years,1503
"Payette County, ID",16075,50-54 years,1544
"Payette County, ID",16075,55-59 years,1665
"Payette County, ID",16075,60-64 years ,1603
"Payette County, ID",16075,65-69 years,1484
"Payette County, ID",16075,70-74 years,1288
"Payette County, ID",16075,75-79 years,956
"Payette County, ID",16075,80-84 years,632
"Payette County, ID",16075,85+ years,433
"Power County, ID",16077,0-4 years,600
"Power County, ID",16077,5-9 years,693
"Power County, ID",16077,10-14 years,752
"Power County, ID",16077,15-19 years,596
"Power County, ID",16077,20-24 years,439
"Power County, ID",16077,25-29 years,440
"Power County, ID",16077,30-34 years,500
"Power County, ID",16077,35-39 years,478
"Power County, ID",16077,40-44 years,420
"Power County, ID",16077,45-49 years,352
"Power County, ID",16077,50-54 years,375
"Power County, ID",16077,55-59 years,489
"Power County, ID",16077,60-64 years ,465
"Power County, ID",16077,65-69 years,447
"Power County, ID",16077,70-74 years,320
"Power County, ID",16077,75-79 years,244
"Power County, ID",16077,80-84 years,150
"Power County, ID",16077,85+ years,119
"Shoshone County, ID",16079,0-4 years,777
"Shoshone County, ID",16079,5-9 years,733
"Shoshone County, ID",16079,10-14 years,728
"Shoshone County, ID",16079,15-19 years,695
"Shoshone County, ID",16079,20-24 years,598
"Shoshone County, ID",16079,25-29 years,744
"Shoshone County, ID",16079,30-34 years,732
"Shoshone County, ID",16079,35-39 years,666
"Shoshone County, ID",16079,40-44 years,698
"Shoshone County, ID",16079,45-49 years,731
"Shoshone County, ID",16079,50-54 years,847
"Shoshone County, ID",16079,55-59 years,988
"Shoshone County, ID",16079,60-64 years ,1111
"Shoshone County, ID",16079,65-69 years,1085
"Shoshone County, ID",16079,70-74 years,860
"Shoshone County, ID",16079,75-79 years,539
"Shoshone County, ID",16079,80-84 years,373
"Shoshone County, ID",16079,85+ years,284
"Teton County, ID",16081,0-4 years,646
"Teton County, ID",16081,5-9 years,789
"Teton County, ID",16081,10-14 years,882
"Teton County, ID",16081,15-19 years,676
"Teton County, ID",16081,20-24 years,532
"Teton County, ID",16081,25-29 years,696
"Teton County, ID",16081,30-34 years,783
"Teton County, ID",16081,35-39 years,940
"Teton County, ID",16081,40-44 years,1015
"Teton County, ID",16081,45-49 years,916
"Teton County, ID",16081,50-54 years,830
"Teton County, ID",16081,55-59 years,756
"Teton County, ID",16081,60-64 years ,750
"Teton County, ID",16081,65-69 years,653
"Teton County, ID",16081,70-74 years,458
"Teton County, ID",16081,75-79 years,205
"Teton County, ID",16081,80-84 years,107
"Teton County, ID",16081,85+ years,97
"Twin Falls County, ID",16083,0-4 years,6150
"Twin Falls County, ID",16083,5-9 years,6821
"Twin Falls County, ID",16083,10-14 years,7550
"Twin Falls County, ID",16083,15-19 years,6261
"Twin Falls County, ID",16083,20-24 years,5241
"Twin Falls County, ID",16083,25-29 years,6024
"Twin Falls County, ID",16083,30-34 years,6306
"Twin Falls County, ID",16083,35-39 years,6345
"Twin Falls County, ID",16083,40-44 years,5653
"Twin Falls County, ID",16083,45-49 years,4798
"Twin Falls County, ID",16083,50-54 years,4599
"Twin Falls County, ID",16083,55-59 years,5106
"Twin Falls County, ID",16083,60-64 years ,5174
"Twin Falls County, ID",16083,65-69 years,4641
"Twin Falls County, ID",16083,70-74 years,3793
"Twin Falls County, ID",16083,75-79 years,2636
"Twin Falls County, ID",16083,80-84 years,1706
"Twin Falls County, ID",16083,85+ years,1475
"Valley County, ID",16085,0-4 years,511
"Valley County, ID",16085,5-9 years,590
"Valley County, ID",16085,10-14 years,649
"Valley County, ID",16085,15-19 years,561
"Valley County, ID",16085,20-24 years,412
"Valley County, ID",16085,25-29 years,510
"Valley County, ID",16085,30-34 years,638
"Valley County, ID",16085,35-39 years,727
"Valley County, ID",16085,40-44 years,787
"Valley County, ID",16085,45-49 years,700
"Valley County, ID",16085,50-54 years,717
"Valley County, ID",16085,55-59 years,858
"Valley County, ID",16085,60-64 years ,1054
"Valley County, ID",16085,65-69 years,1221
"Valley County, ID",16085,70-74 years,919
"Valley County, ID",16085,75-79 years,531
"Valley County, ID",16085,80-84 years,249
"Valley County, ID",16085,85+ years,204
"Washington County, ID",16087,0-4 years,544
"Washington County, ID",16087,5-9 years,635
"Washington County, ID",16087,10-14 years,725
"Washington County, ID",16087,15-19 years,719
"Washington County, ID",16087,20-24 years,516
"Washington County, ID",16087,25-29 years,471
"Washington County, ID",16087,30-34 years,465
"Washington County, ID",16087,35-39 years,531
"Washington County, ID",16087,40-44 years,547
"Washington County, ID",16087,45-49 years,581
"Washington County, ID",16087,50-54 years,586
"Washington County, ID",16087,55-59 years,705
"Washington County, ID",16087,60-64 years ,819
"Washington County, ID",16087,65-69 years,842
"Washington County, ID",16087,70-74 years,763
"Washington County, ID",16087,75-79 years,491
"Washington County, ID",16087,80-84 years,347
"Washington County, ID",16087,85+ years,257
